;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
3142;3210;2021-10-04;Servionica;Мосэнергосбыт;Марвел;Никитин;Антоновский
3143;3211;2021-10-04;Icord;Трайтек;;Турков;Антоновский
3144;3212;2021-10-04;Inline;НЦМУ (Научный центр мирового уровня);;Филипчук;Антоновский
3145;3213;2021-10-05;;"АО ""ВИНЛАБ""BELUGA GROUP VOSTOK";Марвел;Толоко;Антоновский
3146;3214;2021-10-05;Pagercom;Администрация города Челябинска;;Турков;Антоновский
3147;3215;2021-10-05;Pref;АО Покровский рудник;;Турков;Антоновский
3148;3216;2021-10-05;Averin;"ПАО «Авиационный комплекс им. С.В. Ильюшина» (ПАО ""Ил"" )";;Толоко;Антоновский
3149;3217;2021-10-05;Netline;Безопасный Регион;;Филипчук;Антоновский
3150;3218;2021-10-05;Goznak;;;Толоко;Антоновский
3151;3219;2021-10-05;Impuls-Telecom;;;Толоко;Антоновский
3152;3220;2021-10-05;CRSS;РЖД;;Турков;Юль
3153;3221;2021-10-06;Marvel;Яндекс;;Толоко;Антоновский
3154;3222;2021-10-06;Inline;;;Филипчук;Антоновский
3155;3223;2021-10-06;Tempesto;Мосводоканал;;Турков;Юль
3156;3224;2021-10-06;Averin;ФСБ (Бишкек);;Толоко;Антоновский
3157;3225;2021-10-07;Ixcellerate;;;Толоко;Антоновский
3158;3226;2021-10-07;ARC-FITOUT.COM;Яндекс;;Толоко;Антоновский
3159;3227;2021-10-07;Iteco;МЭИ;;Никитин;Антоновский
3160;3228;2021-10-07;Ixcellerate;;;Толоко;Антоновский
3161;3229;2021-10-08;Expertserv;"ФКУ ""ЦХиСО ГУ МВД России по Кемеровской области";Марвел;Толоко;Антоновский
3162;3230;2021-10-08;Inforser;Московский метрополитен.;;Толоко;Антоновский
3163;3231;2021-10-08;Vybos;Квант (ФСБ);;Толоко;Антоновский
3164;3232;2021-10-08;IVS;АКЦИОНЕРНОЕ ОБЩЕСТВО ЭР-ТЕЛЕКОМ ХОЛДИНГ;;Никитин;Антоновский
3165;3233;2021-10-08;Limark;;;Турков;Антоновский
3166;3234;2021-10-11;It-Lanit;ООО Газпромнефть Хантос;;Филипчук;Антоновский
3167;3235;2021-10-11;ARC-FITOUT.COM;Яндекс;;Толоко;Антоновский
3168;3236;2021-10-11;Rosinfocominvest;Телекоммуникационная компания Кубы S. A. (ETECSA);;Филипчук;Антоновский
3169;3237;2021-10-11;NBS group;ТАМИ и КО;;Турков;Антоновский
3170;3238;2021-10-12;Marvel;ВНИИАЭС;;Филипчук;Антоновский
3171;3239;2021-10-12;Logicsystems;Атлас Майнинг;Марвел;Никитин;Антоновский
3172;3240;2021-10-12;Pref;РТРС;;Турков;Антоновский
3173;3241;2021-10-12;CBS Engineering;Каспи Банк;;Филипчук;Антоновский
3174;3242;2021-10-12;Marvel;Яндекс;;Толоко;Антоновский
3175;3243;2021-10-12;Marvel;3ДАТА;Марвел;Никитин;Антоновский
3176;3244;2021-10-13;DataPro;;;Никитин;Антоновский
3177;3245;2021-10-13;DC Engineering;Росдоринформсвязь;;Турков;Антоновский
3178;3246;2021-10-13;Vybos;Узбекистан АГМК Алмалык;;Толоко;Антоновский
3179;3247;2021-10-13;Inline;МТС;;Никитин;Антоновский
3180;3248;2021-10-14;DataPro;Тинькофф;Марвел;Никитин;Антоновский
3181;3249;2021-10-14;StepLogic;Меркури-Сбер;Марвел;Толоко;Антоновский
3182;3250;2021-10-14;SharxDC;ИТС Самара;;Филипчук;Антоновский
3183;3251;2021-10-14;Inline;ФССП;;Филипчук;Антоновский
3184;3252;2021-10-15;BCC;Сибур;;Филипчук;Антоновский
3185;3253;2021-10-15;Sinto;Комитет по Конкурентной Политике Московской Области, КУ;;Филипчук;Антоновский
3186;3254;2021-10-15;STS Group;ВПК НПО Машиностроения;;Турков;Антоновский
3187;3255;2021-10-15;Pref;Ростелеком;;Турков;Антоновский
3188;3256;2021-10-15;Tochka konsolidatsii;МРСК;;Никитин;Антоновский
3189;3257;2021-10-15;AtomData;Ростелеком;Марвел;Никитин;Антоновский
3190;3258;2021-10-18;Marvel;Яндекс;;Толоко;Антоновский
3191;3259;2021-10-18;Marvel;Яндекс;;Толоко;Антоновский
3192;3260;2021-10-18;Marvel;Яндекс;;Толоко;Антоновский
3193;3261;2021-10-18;Brigo;Желтугинская ГРК;Марвел;Филипчук;Антоновский
3194;3262;2021-10-18;Inline;В УВТС СХО ФСО России;Марвел;Филипчук;Антоновский
3195;3263;2021-10-18;CNS corp;Атлас Майнинг;;Турков;Антоновский
3196;3264;2021-10-19;Pir;Сахалинская кабельная компания;;Филипчук;Антоновский
3197;3265;2021-10-19;PRIDEX Group;Лахта;;Филипчук;Антоновский
3198;3266;2021-10-19;Inart;ЦОД для Администрации Тамбовской области;;Толоко;Антоновский
3199;3267;2021-10-19;Limark;Уральский ГГУ;;Турков;Антоновский
3200;3268;2021-10-19;Gagar.in;;;Толоко;Юль
3201;3269;2021-10-19;Gazprombank;Газпромбанк;;Филипчук;Юль
3202;3270;2021-10-20;Envision;ГКУ НО ЦБДД (Государственное казенное учреждение Нижегородской области «Центр безопасности дорожного движения);;Филипчук;Антоновский
3203;3271;2021-10-20;Inline;ФГБУ «Центральный Научно-исследовательский Институт организации и информатизации Здравоохранения» Минздрава России;;Филипчук;Антоновский
3204;3272;2021-10-20;AMD Tech;ФТС;;Толоко;Юль
3205;3273;2021-10-21;Satel;Связьтранснефть;;Турков;Антоновский
3206;3274;2021-10-22;Renaissance Construction;Яндекс;;Толоко;Антоновский
3207;3275;2021-10-22;Yuzhniy gorizont;ЦОД Пандора трейд;;Турков;Антоновский
3208;3276;2021-10-22;Comita;;;Филипчук;Антоновский
3209;3277;2021-10-22;Ixcellerate;;;Толоко;Антоновский
3210;3278;2021-10-22;Marvel;"АО ""ФЦНИВТ"" СНПО ""Элерон""";;Толоко;Антоновский
3211;3279;2021-10-25;Natsionalnie tekhnologii;;Марвел;Никитин;Антоновский
3212;3280;2021-10-25;ITER;ООО «Рудник Валунистый»;Марвел;Филипчук;Антоновский
3213;3281;2021-10-25;iFellow;РТС Биржа;Марвел;Филипчук;Антоновский
3214;3282;2021-10-25;Skala-R;;;Никитин;Антоновский
3215;3283;2021-10-26;Corporate Business Systems Engineering;Jusan Bank;;Филипчук;Антоновский
3216;3284;2021-10-26;STI;;;Турков;Антоновский
3217;3285;2021-10-26;Softline;УФИЦ РАН Республика Башкортостан;;Филипчук;Юль
3218;3286;2021-10-26;Technoserv;МТС;;Никитин;Антоновский
3219;3287;2021-10-26;T1-Integration;Ростелеком;;Турков;Антоновский
3220;3288;2021-10-26;Ixcellerate;;;Толоко;Антоновский
3221;3289;2021-10-27;Accent;Брянский государственный технический университет;;Турков;Антоновский
3222;3290;2021-10-27;Marvel;РегионСтройКомплект.;;Толоко;Антоновский
3223;3291;2021-10-27;Alfacom;Вымпелком;Марвел;Никитин;Антоновский
3224;3292;2021-10-27;RTK;ПАО РОСТЕЛЕКОМ;Марвел;Никитин;Антоновский
3225;3293;2021-10-28;Ixcellerate;;;Толоко;Антоновский
3226;3294;2021-10-28;Logicsystems;ГБУ Автомобильные дороги;;Никитин;Антоновский
3227;3295;2021-10-28;PRIDEX Group;Лахта(Газпром Литера А);;Филипчук;Антоновский
3228;3296;2021-10-28;Communications;Росэнергоатом;;Филипчук;Антоновский
3229;3297;2021-10-29;Energy;ЖК Испанские кварталы;;Турков;Антоновский
3230;3298;2021-10-29;Ixcellerate;;;Толоко;Антоновский
3231;3299;2021-10-29;ARM Energo;Газпром Информ;;Филипчук;Антоновский
3232;3300;2021-10-29;Marvel;Яндекс ;;Толоко;Антоновский
3233;3301;2021-10-29;Selectel;;;Никитин;Антоновский
3234;3302;2021-10-29;Selectel;;;Никитин;Антоновский
3235;3303;2021-11-01;Brigo;АО «Препрег-СКМ»;;Филипчук;Антоновский
3236;3304;2021-11-01;StepLogic;Сбер;Марвел;Толоко;Антоновский
3237;3305;2021-11-01;StepLogic;Сбер;Марвел;Толоко;Антоновский
3238;3306;2021-11-01;Ixcellerate;;;Толоко;Антоновский
3239;3307;2021-11-01;Sinto;Комитет по Конкурентной Политике Московской Области, КУ;;Филипчук;Антоновский
3240;3308;2021-11-01;Marvel;Яндекс;Марвел;Толоко;Юль
3241;3309;2021-11-02;NPO Enginiring;Самотлорнефтегаз;;Филипчук;Антоновский
3242;3310;2021-11-02;Softline;ОДК КЛИМОВ;Марвел;Никитин;Антоновский
3243;3311;2021-11-02;Brigo;АО ИРМ;Марвел;Филипчук;Антоновский
3244;3312;2021-11-03;StepLogic;Сбер;Марвел;Толоко;Антоновский
3245;3313;2021-11-03;General Security Systems;Яндекс-маркет;Мерлион;Толоко;Антоновский
3246;3314;2021-11-03;Selectel;;Марвел;Никитин;Антоновский
3247;3315;2021-11-03;DataPro;;;Никитин;Антоновский
3248;3316;2021-11-08;Ixcellerate;;;Толоко;Антоновский
3249;3317;2021-11-08;S-eng;СПбГУ;;Турков;Антоновский
3250;3318;2021-11-08;Marvel;Полюс, Лесосибирск,;Марвел;Толоко;Антоновский
3251;3319;2021-11-09;Merlion;Яндекс ;;Толоко;Антоновский
3252;3320;2021-11-09;IVS;Яндекс ;;Толоко;Антоновский
3253;3321;2021-11-09;Mascom-it;ОКГУЗ МИАЦ Хабаровск;Марвел;Толоко;Антоновский
3254;3322;2021-11-09;Marvel;Селектел;Марвел;Никитин;Антоновский
3255;3323;2021-11-09;Croc;Росбанк;;Никитин;Антоновский
3256;3324;2021-11-09;PRIDEX Group;СПБ Биржа;;Филипчук;Антоновский
3257;3325;2021-11-09;TSM;СПБ Биржа;;Филипчук;Антоновский
3258;3326;2021-11-09;Spectr-RS;ст Хорошово Москва;Марвел;Толоко;Антоновский
3259;3327;2021-11-10;Vybos;Банк Центр-Инвест Ростов;;Олифер;Антоновский
3260;3328;2021-11-11;Mercury Construction Management;СПБ Биржа;;Филипчук;Антоновский
3261;3329;2021-11-11;Rubitech;ФНС;Мерлион;Никитин;Антоновский
3262;3330;2021-11-11;ANRAIT;;Марвел;Филипчук;Антоновский
3263;3331;2021-11-11;Oberon;ЮниКредитБанк;;Турков;Епихин
3264;3332;2021-11-11;Business System Telecom;Росгвардия;;Турков;Антоновский
3265;3333;2021-11-11;IBS Platformix;Teleperformance / Директ Стар;;Турков;Антоновский
3266;3334;2021-11-12;Marvel;Сберклауд-2.1;Марвел;Толоко;Антоновский
3267;3335;2021-11-12;Vybos;МТС Питер.;;Толоко;Антоновский
3268;3336;2021-11-12;Marvel;Яндекс ;Марвел;Толоко;Епихин
3269;3337;2021-11-15;Comita;Газпром Информ;Марвел;Филипчук;Епихин
3270;3338;2021-11-15;StepLogic;Сбер;Марвел;Толоко;Антоновский
3271;3339;2021-11-15;Int-sys;ПАО Сбербанк;;Турков;Антоновский
3272;3340;2021-11-16;Goznak;ЦОд Гознак;;Филипчук;Епихин
3273;3341;2021-11-16;AT-Consulting;МВД;;Турков;Епихин
3274;3342;2021-11-16;Oberon;Сбербанк;;Нугманов;Антоновский
3275;3343;2021-11-16;Goznak;Гознак(ЦОД);;Филипчук;Епихин
3276;3344;2021-11-16;IBS Platformix;ОДК Кузнецов;;Никитин;Епихин
3277;3345;2021-11-17;Limark;Уральский ГГУ;;Турков;Епихин
3278;3346;2021-11-17;AIT Advanced Integration Technologies;ГК Еврохим – ВолгаКалий;Марвел;Толоко;Антоновский
3279;3347;2021-11-17;TecForce;Минобороны;;Турков;Антоновский
3280;3348;2021-11-17;Ixcellerate;Икселерейт;;Толоко;Антоновский
3281;3349;2021-11-17;iFellow;Яндекс;Марвел;Толоко;Епихин
3282;3350;2021-11-18;GreenMDC;ВТЗ;;Никитин;Антоновский
3283;3351;2021-11-19;StepLogic;Сбер. Башня_А;Марвел;Толоко;Епихин
3284;3352;2021-11-19;Icore;Сбер;;Нугманов;Антоновский
3285;3353;2021-11-19;Direct star;Т1 Интеграция;Марвел;Толоко;Епихин
3286;3354;2021-11-22;ITER;Тассевское;Марвел;Филипчук;Антоновский
3287;3355;2021-11-22;Telecom Integratsiya;ЦПИРУГ;;Турков;Антоновский
3288;3356;2021-11-22;Marvel;Яндекс;Марвел;Толоко;Антоновский
3289;3357;2021-11-22;It-Lanit;Газпром Информ;Марвел;Филипчук;Епихин
3290;3358;2021-11-22;StepLogic;Сбер;Марвел;Толоко;Антоновский
3291;3359;2021-11-22;Paladin;ПрофХолод;;Турков;Юль
