;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
4279;4347;2022-06-01;Infocell;Русснефть Томский филиал;Марвел;Турков;Антоновский
4280;4348;2022-06-01;IBS Platformix;СМС Трафик;Марвел;Турков;Антоновский
4281;4349;2022-06-01;dc.ostankino;ЦОД Останкино;;Турков;Юль
4282;4350;2022-06-02;OCS;OCS;;Кононов;Тугаев
4283;4351;2022-06-02;Compulink;Многовершинное;Марвел;Турков;Антоновский
4284;4352;2022-06-02;;МФИ Соф;;Попова;Тугаев
4285;4353;2022-06-02;Softline;КГАУ «Информационно-технологический центр»;;Никитин;Антоновский
4286;4354;2022-06-02;STI;;;Турков;Антоновский
4287;4355;2022-06-02;Miran;;;Никитин;Антоновский
4288;4356;2022-06-02;USSB;АО РОТЭК;;Никитин;Антоновский
4289;4357;2022-06-02;Spectrum;подписываю NDA, пока заказчик не говорят;Марвел;Филипчук;Епихин
4290;4358;2022-06-03;Bezopasniy region;" ГКУ ИО ""БЕЗОПАСНЫЙ РЕГИОН""";;Никитин;Антоновский
4291;4359;2022-06-03;Marvel;ДОМ РФ;;Турков;Антоновский
4292;4360;2022-06-03;Marvel;Ростелеком;OCS;Кононов;Тугаев
4293;4361;2022-06-03;IBS Platformix;Медан;Марвел;Турков;Антоновский
4294;4362;2022-06-03;;МФИ Соф;;Попова;Тугаев
4295;4363;2022-06-03;Selectel;Селектел;;Никитин;Антоновский
4296;4364;2022-06-03;A-Systems;НИИДАР;Марвел;Филипчук;Антоновский
4297;4365;2022-06-03;Merlion;Макомнет;;Турков;Антоновский
4298;4366;2022-06-03;;НПО «Автоматики»;;Черкашин;Тугаев
4299;4367;2022-06-03;Inzhenerie seti;;;Турков;Антоновский
4300;4368;2022-06-03;;;;Дианова;Тугаев
4301;4369;2022-06-03;IXcellerate;IXcellerate;;Никитин;Антоновский
4302;4370;2022-06-03;Spectr-RS;Трансефть ЦОД Луховицы;Марвел;Филипчук;Епихин
4303;4371;2022-06-03;Marvel;Центр развития перспективных технологий;Марвел;Никитин;Антоновский
4304;4372;2022-06-03;Marvel;Банк Русский Стандарт;Марвел;Филипчук;Антоновский
4305;4373;2022-06-03;;;;Дианова;Тугаев
4306;4374;2022-06-03;Inline;МЦОД НВАЭС;Марвел;Филипчук;Епихин
4307;4375;2022-06-03;Inline;Счётная палата;Марвел;Филипчук;Антоновский
4308;4376;2022-06-03;Marvel;;Марвел;Никитин;Антоновский
4309;4377;2022-06-03;Marvel;АО ПОЛЮС Вернинское;Марвел;Никитин;Антоновский
4310;4378;2022-06-03;Marvel;Дом.РФ;Марвел;Турков;Юль
4311;4379;2022-06-06;USSB;«Эр-Телеком Холдинг», филиал г.Пермь;;Никитин;Антоновский
4312;4380;2022-06-06;Logicsystems;ТКБ Банк;Марвел;Филипчук;Антоновский
4313;4381;2022-06-06;;Удоканская медь;;Попова;Тугаев
4314;4382;2022-06-06;System Soft;"ПАО КОРПОРАЦИЯ
""ВСМПО-АВИСМА""";Марвел;Турков;Антоновский
4315;4383;2022-06-06;Marvel;Главная линия;;Турков;Антоновский
4316;4384;2022-06-06;Marvel;3data;Марвел;Никитин;Антоновский
4317;4385;2022-06-06;Intracom;НОВОКУЙБЫШЕВСКИЙ ЗАВОД МАСЕЛ И ПРИСАДОК (НЗМП);Мерлион;Филипчук;Антоновский
4318;4386;2022-06-07;3data;;;Никитин;Антоновский
4319;4387;2022-06-07;ISIB;"ФГУП ""ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ ПО ОРГАНИЗАЦИИ ВОЗДУШНОГО ДВИЖЕНИЯ В РФ""";Марвел;Филипчук;Антоновский
4320;4388;2022-06-07;Impuls-Telecom;АО ПРИОКСКИЙ ЗАВОД ЦВЕТНЫХ МЕТАЛЛОВ (ПЗЦМ);;Филипчук;Антоновский
4321;4389;2022-06-07;Vektortelecom;Мегалинк;Марвел;Турков;Антоновский
4322;4390;2022-06-07;Elvis plus;НИИ Восход;Мерлион;Филипчук;Антоновский
4323;4391;2022-06-07;OCS;АТОМДАТА;OCS;Кононов;Тугаев
4324;4392;2022-06-08;DEPO;;;Дианова;Тугаев
4325;4393;2022-06-08;Talmer;МФИ Соф;;Попова;Тугаев
4326;4394;2022-06-08;RIT;Даталайн;;Попова;Тугаев
4327;4395;2022-06-08;RIT;;;Попова;Тугаев
4328;4396;2022-06-08;Tempesto;ОБИТ СПб;;Попова;Тугаев
4329;4397;2022-06-08;Transfer Equipment;ЦАГИ;;Черкашин;Тугаев
4330;4398;2022-06-08;3logic;;;Турков;Антоновский
4331;4399;2022-06-08;PRIDEX Group;Лахта Центр, Санкт Петербруг;Марвел;Филипчук;Антоновский
4332;4400;2022-06-08;New Technologies;"АО ""Машиностроительный завод ""ЗиО-Подольск"", МО";;Черкашин;Тугаев
4333;4401;2022-06-08;Croc;;;Никитин;Антоновский
4334;4402;2022-06-08;A-Systems;ОАО «НПК «НИИДАР»;Марвел;Филипчук;Антоновский
4335;4403;2022-06-08;DataPro;;;Никитин;Антоновский
4336;4404;2022-06-08;Marvel;3data;Марвел;Никитин;Антоновский
4337;4405;2022-06-08;GreenMDC;МТС;;Никитин;Антоновский
4338;4406;2022-06-09;Goznak;Гознак;Марвел;Филипчук;Антоновский
4339;4407;2022-06-09;Merlion;Красноярск Телекоммуникации ПАО Ростелеком;Мерлион;Филипчук;Антоновский
4340;4408;2022-06-09;Infotaktika;Центр высоких биомедицинских технологий Юнити Парк Сургут ;;Турков;Антоновский
4341;4409;2022-06-09;RTK Service;Лаборатория БЦ Комсити;;Филипчук;Антоновский
4342;4410;2022-06-09;Marvel;Русал;;Турков;Антоновский
4343;4411;2022-06-09;LUXIS;ООО ЛЮКСИС;;Дьяков;Тугаев
4344;4412;2022-06-09;TD UET;Полюс Сухой Лог ;Мерлион;Филипчук;Антоновский
4345;4413;2022-06-09;RTI;АО «Концерн «РТИ Системы»;;Филипчук;Антоновский
4346;4414;2022-06-09;Technoprom;АО НИИАС;Марвел;Филипчук;Антоновский
4347;4415;2022-06-09;CCK;Дип инжиринг;Мерлион;Филипчук;Антоновский
4348;4416;2022-06-09;Marvel;Порт Ванино;;Турков;Антоновский
4349;4417;2022-06-09;Compulink;Полиметалл;Марвел;Турков;Антоновский
4350;4418;2022-06-09;Vybos;Санта Импэкс Брест Минск;;Филипчук;Антоновский
4351;4419;2022-06-09;Vybos;Русал;;Турков;Антоновский
4352;4420;2022-06-09;Telesvyaz;ГК Телесвязь;;Попова;Тугаев
4353;4421;2022-06-10;Merlion;АСЭ;Мерлион;Филипчук;Антоновский
4354;4422;2022-06-10;Avilex;ФСИН (Колония-поселение 2) СИЗО;;Филипчук;Антоновский
4355;4423;2022-06-10;Marvel;ЦХД (Центр Хранения Данных);Марвел;Турков;Юль
4356;4424;2022-06-10;NTC Sphere;Гринатом;;Турков;Антоновский
4357;4425;2022-06-10;IBS Platformix;А групп;Марвел;Турков;Антоновский
4358;4426;2022-06-10;Electroindustry;Тулаточмаш;;Попова;Тугаев
4359;4427;2022-06-10;Talmer;Удоканская медь;;Попова;Тугаев
4360;4428;2022-06-10;Inenergy;Минздрав Оренбург;;Черкашин;Тугаев
4361;4429;2022-06-10;Sv-Technologies;Сбербанк;Мерлион;Филипчук;Антоновский
4362;4430;2022-06-10;USSB;Банк Синара;;Никитин;Антоновский
4363;4431;2022-06-10;Jet;Газпромнефть НТЦ;;Филипчук;Антоновский
4364;4432;2022-06-10;Pir;ООО «ГеоТех Инновэйшн»;;Филипчук;Антоновский
4365;4433;2022-06-10;Softline;Алроса;;Филипчук;Антоновский
4366;4434;2022-06-14;Elinkor;Керама Марацци;Марвел;Филипчук;Антоновский
4367;4435;2022-06-14;Iso-energo;Газпромнефть ИТО;Марвел;Филипчук;Антоновский
4368;4436;2022-06-14;Pref;Юнипро;;Турков;Антоновский
4369;4437;2022-06-14;PPIK;ИТ-ПАРК;;Кононов;Антоновский
4370;4438;2022-06-14;Elcorservice;ЭлкорСервис;;Кононов;Тугаев
4371;4439;2022-06-14;Merlion;Группа ИЛИМ;Мерлион;Филипчук;Антоновский
4372;4440;2022-06-14;Technoprom;Минюст;Марвел;Турков;Антоновский
4373;4441;2022-06-14;Marvel;Когалым филиал Пермского Политехнического университета ЦОД;;Турков;Антоновский
4374;4442;2022-06-14;V Lux;ЭГРК;Марве;Филипчук;Антоновский
4375;4443;2022-06-15;Infotaktika;НПО Лавочкина;;Турков;Антоновский
4376;4444;2022-06-15;Talmer;МФИ Соф;;Попова;Тугаев
4377;4445;2022-06-15;Softline;АО ГК «Современные Транспортные Технологии» ;;Филипчук;Антоновский
4378;4446;2022-06-15;Pagercom;Златоустовский металлургический завод ЗМЗ;;Турков;Антоновский
4379;4447;2022-06-15;Ep;Металлинвест;Марвел;Турков;Антоновский
4380;4448;2022-06-15;KIT;ПАО «Квадра»;;Филипчук;Епихин
4381;4449;2022-06-15;DataPro;Макомнет;;Никитин;Антоновский
4382;4450;2022-06-15;DataPro;ФольвагенБанк;;Никитин;Антоновский
4383;4451;2022-06-15;Profperimetr;Тулаточмаш;;Попова;Тугаев
4384;4452;2022-06-15;Wizard;Северсталь;;Турков;Епихин
4385;4453;2022-06-16;Talmer;Мегафон;;Попова;Тугаев
4386;4454;2022-06-16;Technoprom;НИИ Квант;Марвел;Турков;Антоновский
4387;4455;2022-06-16;Altair;КВД Групп;Марвел;Турков;Антоновский
4388;4456;2022-06-16;5 element;Полиметалл;Марвел;Турков;Антоновский
4389;4457;2022-06-16;RIT;;;Попова;Тугаев
4390;4458;2022-06-17;USSB;;;Никитин;Юль
4391;4459;2022-06-17;M-Invest;Юсттелеком;;Попова;Тугаев
4392;4460;2022-06-17;Sonet Inv;;;Дианова;Тугаев
4393;4461;2022-06-17;Talmer;Основа Лаб;;Попова;Тугаев
4394;4462;2022-06-17;Talmer;МФИ Соф;;Попова;Тугаев
4395;4463;2022-06-17;Sonet Inv;;;Дианова;Тугаев
4396;4464;2022-06-17;Meldana;КАМАЗ;;Никитин;Антоновский
4397;4465;2022-06-17;VBK;ООО “Стиквуд”;Марвел;Никитин;Епихин
4398;4466;2022-06-20;ST Group;"ООО ""СТ-ГРУПП""";;Попова;Тугаев
4399;4467;2022-06-20;VBK;"КГАУ ""ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР КАМЧАТСКОГО КРАЯ""";OCS;Кононов;Антоновский
4400;4468;2022-06-20;Softline;КГАУ «Информационно-технологический центр»;;Никитин;Антоновский
4401;4469;2022-06-20;TecForce;Мессояханефтегаз;;Филипчук;Антоновский
4402;4470;2022-06-20;Trinity;ООО «Радиус»;Марвел;Филипчук;Антоновский
4403;4471;2022-06-20;Vingard;Барри Каллебаут НЛ Раша;;Филипчук;Антоновский
4404;4472;2022-06-20;SvyazProject;Полюс Сухой Лог ;Мерлион;Филипчук;Антоновский
4405;4473;2022-06-20;Croc;Троицкий Суд  Москвы;;Никитин;Антоновский
4406;4474;2022-06-20;StepLogic;Сбербанк;Марвел;Филипчук;Антоновский
4407;4475;2022-06-20;Elcomtrading;АО РТИ Мин обороны;;Филипчук;Антоновский
4408;4476;2022-06-20;T1-Integration;ООО «Мультимодальный Центр Усады»;;Никитин;Епихин
4409;4477;2022-06-20;IBS Platformix;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ
""РЕГИОНАЛЬНЫЙ ЦЕНТР БЕЗОПАСНОСТИ""";Марвел;Турков;Епихин
4410;4478;2022-06-21;ARM EnergoTreyd;АтомДата Иннополис;;Черкашин;Тугаев
